resource	entitiesCount	entitiesFound	entitiesRatio	entitiesPValue	entitiesFDR	interactorsCount	interactorsFound	interactorsRatio	entitiesAndInteractorsCount	entitiesAndInteractorsFound	reactionsCount	reactionsFound	reactionsRatio	path	entities	glycoPath	ctype
TOTAL	4	2	0.000271720671150058	0.000108593621618525	0.00905267429487289	0	0	0.000182790293835397	4	2	2	2	0.00015118300703001	RUNX3 regulates RUNX1-mediated transcription	RUNX1	CS_DS_Extend	THCA
TOTAL	28	3	0.0019020446980504	0.00016764211657172	0.00905267429487289	87	0	0.00525522094776767	115	3	5	4	0.000377957517575025	Regulation of IFNA signaling	STAT1;STAT2	CS_DS_Extend	THCA
TOTAL	118	4	0.0080157597989267	0.00101647277468131	0.0365930198885271	415	0	0.0231686697436366	507	4	47	7	0.00355280066520523	Transcriptional regulation by RUNX3	RUNX1;RUNX1;TEAD1	CS_DS_Extend	THCA
TOTAL	18	2	0.00122274302017526	0.00212655213581436	0.0574169076669878	112	0	0.00575789425581502	126	2	20	6	0.0015118300703001	Interleukin-6 signaling	STAT1	CS_DS_Extend	THCA
TOTAL	28	2	0.0019020446980504	0.00502439138498523	0.08442753904222	129	0	0.0070374263126628	154	2	11	4	0.000831506538665054	Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants	STAT1	CS_DS_Extend	THCA
TOTAL	29	2	0.00196997486583792	0.00537685705921498	0.08442753904222	187	0	0.00941370013252296	206	2	56	11	0.00423312419684028	Interleukin-20 family signaling	STAT1;STAT2	CS_DS_Extend	THCA
TOTAL	31	2	0.00210583520141295	0.00611486499114011	0.08442753904222	139	0	0.00735730932687474	161	2	34	6	0.00257011111951017	Interleukin-6 family signaling	STAT1	CS_DS_Extend	THCA
TOTAL	32	2	0.00217376536920046	0.00650023916710762	0.08442753904222	148	0	0.00799707535529863	175	2	19	18	0.00143623856678509	Regulation of RUNX1 Expression and Activity	RUNX1;RUNX1	CS_DS_Extend	THCA
TOTAL	104	3	0.0070647374499015	0.00703562825351833	0.08442753904222	502	0	0.0265959877530503	582	3	59	3	0.00445989870738529	Circadian Clock	KLF15;KLF15;HIF1A	CS_DS_Extend	THCA
TOTAL	216	4	0.0146729162421031	0.00872471689664367	0.0872471689664367	153	0	0.0163140337248092	357	4	47	7	0.00355280066520523	Interleukin-4 and Interleukin-13 signaling	HIF1A;STAT1;STAT1;HIF1A	CS_DS_Extend	THCA
TOTAL	42	2	0.00285306704707561	0.0109345674339129	0.0984111069052157	154	0	0.00877393410409907	192	2	20	2	0.0015118300703001	BMAL1:CLOCK,NPAS2 activates circadian gene expression	KLF15;KLF15	CS_DS_Extend	THCA
TOTAL	10	2	0.000679301677875144	0.000105634315478942	0.00961272270858371	47	0	0.00251336654023671	55	2	8	2	0.000604732028120039	MECP2 regulates transcription factors	MEF2C;MEF2C	GalNAc_Olinked	THCA
TOTAL	174	3	0.0118198491950275	0.00214922262870998	0.0665968904713288	400	0	0.0256820362838733	562	3	41	2	0.0030992516441152	PPARA activates gene expression	AHR;GRHL1;GRHL1	GalNAc_Olinked	THCA
TOTAL	176	3	0.0119557095306025	0.00221989634904429	0.0665968904713288	433	0	0.02700726591418	591	3	44	2	0.00332602615466022	Regulation of lipid metabolism by PPARalpha	AHR;GRHL1;GRHL1	GalNAc_Olinked	THCA
TOTAL	71	2	0.00482304191291353	0.00503951241172962	0.0995511985262694	368	0	0.0195128638669287	427	2	27	2	0.00204097059490513	Transcriptional regulation of granulopoiesis	KLF5;KLF5	GalNAc_Olinked	THCA
TOTAL	80	2	0.00543441342300115	0.006346417927235	0.0995511985262694	350	0	0.019101585705799	418	2	48	3	0.00362839216872024	Nuclear Events (kinase and transcription factor activation)	MEF2C;FOSL1	GalNAc_Olinked	THCA
TOTAL	100	2	0.00679301677875144	0.00973928408849467	0.0995511985262694	1159	0	0.057030571676644	1248	2	77	2	0.00582054577065538	Transcriptional Regulation by MECP2	MEF2C;MEF2C	GalNAc_Olinked	THCA
TOTAL	108	2	0.00733645812105156	0.0112784340897473	0.0995511985262694	446	0	0.0241740163597313	529	2	18	2	0.00136064706327009	Transcriptional regulation of white adipocyte differentiation	KLF5;KLF5	GalNAc_Olinked	THCA
TOTAL	8	1	0.000543441342300116	0.0118877351723871	0.0995511985262694	0	0	0.000365580587670795	8	1	5	4	0.000377957517575025	Aryl hydrocarbon receptor signalling	AHR	GalNAc_Olinked	THCA
TOTAL	143	2	0.00971401399361456	0.0191610004308338	0.0995511985262694	696	0	0.0369236393547503	808	2	102	3	0.0077103333585305	Signaling by NTRK1 (TRKA)	MEF2C;FOSL1	GalNAc_Olinked	THCA
TOTAL	166	2	0.0112764078527274	0.0252933747068315	0.0995511985262694	925	0	0.0479824521317918	1050	2	164	3	0.0123970065764608	Signaling by NTRKs	MEF2C;FOSL1	GalNAc_Olinked	THCA
TOTAL	26	1	0.00176618436247538	0.0381438867312431	0.0995511985262694	32	0	0.00260476168715441	57	1	7	1	0.000529140524605034	ERK/MAPK targets	MEF2C	GalNAc_Olinked	THCA
TOTAL	32	1	0.00217376536920046	0.0467469602150224	0.0995511985262694	103	0	0.00603207969656811	132	1	14	2	0.00105828104921007	Myogenesis	MEF2C	GalNAc_Olinked	THCA
TOTAL	35	1	0.00237755587256301	0.0510209043890676	0.0995511985262694	205	0	0.0104647443220765	229	1	16	1	0.00120946405624008	MAPK targets/ Nuclear events mediated by MAP kinases	MEF2C	GalNAc_Olinked	THCA
TOTAL	56	1	0.00380408939610081	0.0804304083969423	0.0995511985262694	327	0	0.0170451949001508	373	1	37	2	0.00279688563005518	NGF-stimulated transcription	FOSL1	GalNAc_Olinked	THCA
TOTAL	63	1	0.00427960057061341	0.0900387419862501	0.0995511985262694	96	0	0.00662614815153315	145	1	2	2	0.00015118300703001	Formation of RNA Pol II elongation complex 	MLLT1	GalNAc_Olinked	THCA
TOTAL	66	1	0.00448339107397595	0.0941271957783296	0.0995511985262694	101	0	0.00690033359228625	151	1	8	5	0.000604732028120039	RNA Polymerase II Transcription Elongation	MLLT1	GalNAc_Olinked	THCA
TOTAL	69	1	0.0046871815773385	0.0981981115473224	0.0995511985262694	238	0	0.0131152035826898	287	1	32	1	0.00241892811248016	MAP kinase activation	MEF2C	GalNAc_Olinked	THCA
TOTAL	70	1	0.00475511174512601	0.0995511985262694	0.0995511985262694	20	0	0.00411278161129644	90	1	18	1	0.00136064706327009	Endogenous sterols	AHR	GalNAc_Olinked	THCA
TOTAL	100	5	0.00679301677875144	2.92952838742977e-06	0.000102540890645209	1159	0	0.057030571676644	1248	5	77	73	0.00582054577065538	Transcriptional Regulation by MECP2	MECP2;SIN3A;MECP2	Complex_Nlinked	THCA
TOTAL	13	3	0.000883092181237688	3.68354444968411e-06	0.000102540890645209	12	0	0.00114243933647123	25	3	8	8	0.000604732028120039	MECP2 regulates transcription of neuronal ligands	SIN3A;MECP2	Complex_Nlinked	THCA
TOTAL	16	3	0.00108688268460023	6.83605937634724e-06	0.000102540890645209	0	0	0.000731161175341589	16	3	5	5	0.000377957517575025	Loss of function of MECP2 in Rett syndrome	SIN3A;MECP2	Complex_Nlinked	THCA
TOTAL	16	3	0.00108688268460023	6.83605937634724e-06	0.000102540890645209	0	0	0.000731161175341589	16	3	5	5	0.000377957517575025	Pervasive developmental disorders	SIN3A;MECP2	Complex_Nlinked	THCA
TOTAL	16	3	0.00108688268460023	6.83605937634724e-06	0.000102540890645209	0	0	0.000731161175341589	16	3	5	5	0.000377957517575025	Disorders of Nervous System Development	SIN3A;MECP2	Complex_Nlinked	THCA
TOTAL	16	3	0.00108688268460023	6.83605937634724e-06	0.000102540890645209	0	0	0.000731161175341589	16	3	5	5	0.000377957517575025	Disorders of Developmental Biology	SIN3A;MECP2	Complex_Nlinked	THCA
TOTAL	2	2	0.000135860335575029	9.71851785547262e-06	0.000126340732121144	0	0	9.13951469176987e-05	2	2	1	1	7.55915035150049e-05	Loss of MECP2 binding ability to 5hmC-DNA	MECP2	Complex_Nlinked	THCA
TOTAL	32	3	0.00217376536920046	5.33688078351302e-05	0.000640425694021562	113	0	0.00653475300461545	143	3	26	26	0.00196537909139013	MECP2 regulates neuronal receptors and channels	SIN3A;MECP2	Complex_Nlinked	THCA
TOTAL	6	2	0.000407581006725087	8.69771065808989e-05	0.000956748172389887	45	0	0.00233057624640132	51	2	4	4	0.00030236601406002	MECP2 regulates transcription of genes involved in GABA signaling	MECP2	Complex_Nlinked	THCA
TOTAL	7	2	0.000475511174512601	0.000118219557199262	0.00118219557199262	0	0	0.000319883014211945	7	2	1	1	7.55915035150049e-05	Loss of phosphorylation of MECP2 at T308	MECP2	Complex_Nlinked	THCA
TOTAL	8	2	0.000543441342300116	0.000154192798800801	0.00138773518920721	0	0	0.000365580587670795	8	2	1	1	7.55915035150049e-05	Loss of MECP2 binding ability to the NCoR/SMRT complex	MECP2	Complex_Nlinked	THCA
TOTAL	10	2	0.000679301677875144	0.0002402514874289	0.0019220118994312	47	0	0.00251336654023671	55	2	8	8	0.000604732028120039	MECP2 regulates transcription factors	MECP2	Complex_Nlinked	THCA
TOTAL	57	3	0.00387201956388832	0.000158377625420592	0.00504102235472914	264	0	0.0140748526253256	308	3	18	3	0.00136064706327009	NOTCH1 Intracellular Domain Regulates Transcription	HEYL;HDAC1;HEYL	Gangliosides	THCA
TOTAL	68	3	0.00461925140955098	0.000265316966038376	0.00504102235472914	229	0	0.0130695060092309	286	3	21	3	0.0015874215738151	Signaling by NOTCH1 PEST Domain Mutants in Cancer	HEYL;HDAC1;HEYL	Gangliosides	THCA
TOTAL	68	3	0.00461925140955098	0.000265316966038376	0.00504102235472914	229	0	0.0130695060092309	286	3	21	3	0.0015874215738151	Constitutive Signaling by NOTCH1 PEST Domain Mutants	HEYL;HDAC1;HEYL	Gangliosides	THCA
TOTAL	68	3	0.00461925140955098	0.000265316966038376	0.00504102235472914	229	0	0.0130695060092309	286	3	21	3	0.0015874215738151	Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer	HEYL;HDAC1;HEYL	Gangliosides	THCA
TOTAL	68	3	0.00461925140955098	0.000265316966038376	0.00504102235472914	229	0	0.0130695060092309	286	3	21	3	0.0015874215738151	Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	HEYL;HDAC1;HEYL	Gangliosides	THCA
TOTAL	68	3	0.00461925140955098	0.000265316966038376	0.00504102235472914	229	0	0.0130695060092309	286	3	39	3	0.00294806863708519	Signaling by NOTCH1 in Cancer	HEYL;HDAC1;HEYL	Gangliosides	THCA
TOTAL	16	2	0.00108688268460023	0.000407203083618524	0.00651524933789638	259	0	0.0125668327011836	275	2	7	4	0.000529140524605034	Repression of WNT target genes	HDAC1;LEF1	Gangliosides	THCA
TOTAL	84	3	0.00570613409415121	0.000490453850769623	0.00686635391077473	299	0	0.0167710094593977	367	3	39	3	0.00294806863708519	Signaling by NOTCH1	HEYL;HDAC1;HEYL	Gangliosides	THCA
TOTAL	36	2	0.00244548604035052	0.00201542001223098	0.0241850401467718	83	0	0.00525522094776767	115	2	22	2	0.00166301307733011	NOTCH3 Intracellular Domain Regulates Transcription	HEYL;HEYL	Gangliosides	THCA
TOTAL	44	2	0.00298892738265064	0.00298364262279538	0.0328200688507492	475	0	0.0228487867294247	500	2	14	3	0.00105828104921007	Deactivation of the beta-catenin transactivating complex	HDAC1;LEF1	Gangliosides	THCA
TOTAL	63	2	0.00427960057061341	0.00598723687450153	0.0598723687450153	223	0	0.0128410181419367	281	2	37	2	0.00279688563005518	Signaling by NOTCH3	HEYL;HEYL	Gangliosides	THCA
TOTAL	67	2	0.00455132124176347	0.00674124328392445	0.06067118955532	753	0	0.0364209660467029	797	2	13	13	0.000982689545695064	Formation of the beta-catenin:TCF transactivating complex	HDAC1;LEF1	Gangliosides	THCA
TOTAL	5	1	0.000339650838937572	0.00913019472346377	0.0730415577877102	0	0	0.000228487867294247	5	1	2	1	0.00015118300703001	Loss of MECP2 binding ability to 5mC-DNA	HDAC1	Gangliosides	THCA
TOTAL	6	1	0.000407581006725087	0.0109465758256554	0.080501673237602	3	0	0.000411278161129644	9	1	3	1	0.000226774510545015	p75NTR negatively regulates cell cycle via SC1	HDAC1	Gangliosides	THCA
TOTAL	258	3	0.0175259832891787	0.0115002390339431	0.080501673237602	753	0	0.0441895535347073	967	3	154	5	0.0116410915413108	Signaling by NOTCH	HEYL;HDAC1;HEYL	Gangliosides	THCA
TOTAL	91	2	0.00618164526866381	0.0121048443710865	0.0847339105976055	599	0	0.0308458620847233	675	2	23	4	0.00173860458084511	Degradation of beta-catenin by the destruction complex	HDAC1;LEF1	Gangliosides	THCA
TOTAL	4	2	0.000271720671150058	3.41520960054353e-05	0.00211742995233699	0	0	0.000182790293835397	4	2	2	2	0.00015118300703001	RUNX3 regulates RUNX1-mediated transcription	RUNX1	P1PK_BloodGroup	THCA
TOTAL	71	3	0.00482304191291353	0.000455796802517616	0.0141297008780461	368	0	0.0195128638669287	427	3	27	5	0.00204097059490513	Transcriptional regulation of granulopoiesis	RUNX1;KLF5;KLF5	P1PK_BloodGroup	THCA
TOTAL	118	3	0.0080157597989267	0.00195723479483545	0.031604660629358	415	0	0.0231686697436366	507	3	47	4	0.00355280066520523	Transcriptional regulation by RUNX3	RUNX1;RUNX1	P1PK_BloodGroup	THCA
TOTAL	32	2	0.00217376536920046	0.00210697737529053	0.031604660629358	148	0	0.00799707535529863	175	2	19	18	0.00143623856678509	Regulation of RUNX1 Expression and Activity	RUNX1;RUNX1	P1PK_BloodGroup	THCA
TOTAL	5	1	0.000339650838937572	0.010475708064861	0.0687192527344778	3	0	0.000365580587670795	8	1	2	2	0.00015118300703001	TFAP2 (AP-2) family regulates transcription of other transcription factors	TFAP2C	P1PK_BloodGroup	THCA
TOTAL	6	1	0.000407581006725087	0.0125580678319746	0.0687192527344778	192	0	0.00904811954485217	198	1	4	3	0.00030236601406002	TFAP2 (AP-2) family regulates transcription of cell cycle factors	TFAP2C	P1PK_BloodGroup	THCA
TOTAL	6	1	0.000407581006725087	0.0125580678319746	0.0687192527344778	18	0	0.00105104418955353	23	1	2	1	0.00015118300703001	RUNX2 regulates genes involved in differentiation of myeloid cells	RUNX1	P1PK_BloodGroup	THCA
TOTAL	7	1	0.000475511174512601	0.0146361865420124	0.0687192527344778	74	0	0.00365580587670795	80	1	4	4	0.00030236601406002	RUNX1 regulates transcription of genes involved in BCR signaling	RUNX1	P1PK_BloodGroup	THCA
TOTAL	7	1	0.000475511174512601	0.0146361865420124	0.0687192527344778	5	0	0.000548370881506192	12	1	5	5	0.000377957517575025	RUNX1 regulates transcription of genes involved in interleukin signaling	RUNX1	P1PK_BloodGroup	THCA
TOTAL	8	1	0.000543441342300116	0.0167100725452097	0.0687192527344778	52	0	0.00274185440753096	60	1	6	6	0.000453549021090029	RUNX1 regulates expression of components of tight junctions	RUNX1	P1PK_BloodGroup	THCA
TOTAL	9	1	0.00061137151008763	0.0187797341759266	0.0687192527344778	64	0	0.00329022528903715	72	1	4	4	0.00030236601406002	RUNX1 regulates transcription of genes involved in WNT signaling	RUNX1	P1PK_BloodGroup	THCA
TOTAL	10	1	0.000679301677875144	0.0208451797526772	0.0687192527344778	96	0	0.00475254763972033	104	1	8	7	0.000604732028120039	RUNX1 regulates estrogen receptor mediated transcription	RUNX1	P1PK_BloodGroup	THCA
TOTAL	108	2	0.00733645812105156	0.021737630707479	0.0687192527344778	446	0	0.0241740163597313	529	2	18	2	0.00136064706327009	Transcriptional regulation of white adipocyte differentiation	KLF5;KLF5	P1PK_BloodGroup	THCA
TOTAL	11	1	0.000747231845662659	0.0229064175781593	0.0687192527344778	57	0	0.00306173742174291	67	1	7	7	0.000529140524605034	RUNX1 regulates transcription of genes involved in differentiation of myeloid cells	RUNX1	P1PK_BloodGroup	THCA
TOTAL	11	1	0.000747231845662659	0.0229064175781593	0.0687192527344778	32	0	0.00196499565873052	43	1	8	6	0.000604732028120039	RUNX1 regulates transcription of genes involved in differentiation of keratinocytes	RUNX1	P1PK_BloodGroup	THCA
TOTAL	11	1	0.000747231845662659	0.0229064175781593	0.0687192527344778	131	0	0.00621486999040351	136	1	6	4	0.000453549021090029	Negative regulation of activity of TFAP2 (AP-2) family transcription factors	TFAP2C	P1PK_BloodGroup	THCA
TOTAL	12	1	0.000815162013450173	0.0249634559392855	0.0748903678178565	100	0	0.00502673308047343	110	1	4	3	0.00030236601406002	Activation of the TFAP2 (AP-2) family of transcription factors	TFAP2C	P1PK_BloodGroup	THCA
TOTAL	16	1	0.00108688268460023	0.0331497799274263	0.0865783697110782	99	0	0.00516382580084998	113	1	8	2	0.000604732028120039	RUNX3 regulates p14-ARF	RUNX1	P1PK_BloodGroup	THCA
TOTAL	17	1	0.00115481285238775	0.0351859447198494	0.0865783697110782	39	0	0.00246766896677786	54	1	20	20	0.0015118300703001	RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)	RUNX1	P1PK_BloodGroup	THCA
TOTAL	20	1	0.00135860335575029	0.0412695713534109	0.0865783697110782	483	0	0.022437508568295	491	1	11	1	0.000831506538665054	SUMOylation of transcription factors	TFAP2C	P1PK_BloodGroup	THCA
TOTAL	21	1	0.0014265335235378	0.0432891848555391	0.0865783697110782	623	0	0.0290179591463693	635	1	18	10	0.00136064706327009	TFAP2 (AP-2) family regulates transcription of growth factors and their receptors	TFAP2C	P1PK_BloodGroup	THCA
TOTAL	21	2	0.0014265335235378	0.00034240652038342	0.0263653020695234	132	0	0.00680893844536855	149	2	16	2	0.00120946405624008	POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation	STAT3;STAT3	GSL_Core	THCA
TOTAL	45	2	0.00305685755043815	0.00154353380358607	0.0586542845362708	231	0	0.012429739980807	272	2	35	4	0.00264570262302517	Transcriptional regulation of pluripotent stem cells	STAT3;STAT3	GSL_Core	THCA
TOTAL	5	1	0.000339650838937572	0.00643367683624552	0.0722629186398358	84	0	0.00402138646437874	88	1	4	4	0.00030236601406002	MET activates STAT3	STAT3	GSL_Core	THCA
TOTAL	5	1	0.000339650838937572	0.00643367683624552	0.0722629186398358	84	0	0.00402138646437874	88	1	1	1	7.55915035150049e-05	Signalling to STAT3	STAT3	GSL_Core	THCA
TOTAL	7	1	0.000475511174512601	0.00899615134305831	0.0722629186398358	126	0	0.00598638212310926	131	1	9	6	0.000680323531635044	PTK6 Activates STAT3	STAT3	GSL_Core	THCA
TOTAL	9	1	0.00061137151008763	0.0115523640365387	0.0722629186398358	11	0	0.000913951469176987	20	1	3	3	0.000226774510545015	RUNX3 regulates YAP1-mediated transcription	TEAD1	GSL_Core	THCA
TOTAL	11	1	0.000747231845662659	0.0141023293702881	0.0722629186398358	160	0	0.00758579719416899	166	1	12	6	0.000907098042180059	Interleukin-23 signaling	STAT3	GSL_Core	THCA
TOTAL	11	1	0.000747231845662659	0.0141023293702881	0.0722629186398358	63	0	0.00301603984828406	66	1	4	1	0.00030236601406002	BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members	STAT3	GSL_Core	THCA
TOTAL	12	1	0.000815162013450173	0.0153749737854273	0.0722629186398358	1	0	0.000594068454965041	13	1	5	2	0.000377957517575025	Interleukin-21 signaling	STAT3	GSL_Core	THCA
TOTAL	13	1	0.000883092181237688	0.016646061766506	0.0722629186398358	127	0	0.00635196271078006	139	1	19	5	0.00143623856678509	Signaling by Leptin	STAT3	GSL_Core	THCA
TOTAL	13	1	0.000883092181237688	0.016646061766506	0.0722629186398358	196	0	0.00932230498560526	204	1	20	5	0.0015118300703001	Interleukin-27 signaling	STAT3	GSL_Core	THCA
TOTAL	16	1	0.00108688268460023	0.020450005074402	0.0722629186398358	132	0	0.00662614815153315	145	1	13	5	0.000982689545695064	Interleukin-9 signaling	STAT3	GSL_Core	THCA
TOTAL	16	1	0.00108688268460023	0.020450005074402	0.0722629186398358	358	0	0.0165882191655623	363	1	17	5	0.00128505555975508	Interleukin-15 signaling	STAT3	GSL_Core	THCA
TOTAL	16	1	0.00108688268460023	0.020450005074402	0.0722629186398358	180	0	0.00868253895718137	190	1	26	3	0.00196537909139013	Interleukin-35 Signalling	STAT3	GSL_Core	THCA
TOTAL	18	1	0.00122274302017526	0.0229782180183882	0.0722629186398358	141	0	0.0069460311657451	152	1	9	3	0.000680323531635044	YAP1- and WWTR1 (TAZ)-stimulated gene expression	TEAD1	GSL_Core	THCA
TOTAL	18	1	0.00122274302017526	0.0229782180183882	0.0722629186398358	112	0	0.00575789425581502	126	1	20	6	0.0015118300703001	Interleukin-6 signaling	STAT3	GSL_Core	THCA
TOTAL	19	1	0.00129067318796277	0.0242400050822142	0.0722629186398358	121	0	0.00630626513732121	138	1	7	1	0.000529140524605034	Signaling by PDGFRA extracellular domain mutants	STAT3	GSL_Core	THCA
TOTAL	19	1	0.00129067318796277	0.0242400050822142	0.0722629186398358	121	0	0.00630626513732121	138	1	7	1	0.000529140524605034	Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants	STAT3	GSL_Core	THCA
TOTAL	26	1	0.00176618436247538	0.0330293853935943	0.0722629186398358	167	0	0.00868253895718137	190	1	14	1	0.00105828104921007	Signaling by cytosolic FGFR1 fusion mutants	STAT3	GSL_Core	THCA
TOTAL	27	1	0.00183411453026289	0.0342788711883864	0.0722629186398358	239	0	0.0116528812320066	255	1	21	1	0.0015874215738151	Downregulation of SMAD2/3:SMAD4 transcriptional activity	TGIF1	GSL_Core	THCA
TOTAL	28	1	0.0019020446980504	0.0355268273129488	0.0722629186398358	129	0	0.0070374263126628	154	1	11	4	0.000831506538665054	Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants	STAT3	GSL_Core	THCA
TOTAL	29	1	0.00196997486583792	0.036773255536049	0.0722629186398358	187	0	0.00941370013252296	206	1	56	26	0.00423312419684028	Interleukin-20 family signaling	STAT3	GSL_Core	THCA
TOTAL	29	1	0.00196997486583792	0.036773255536049	0.0722629186398358	116	0	0.00635196271078006	139	1	28	2	0.00211656209842014	Growth hormone receptor signaling	STAT3	GSL_Core	THCA
TOTAL	31	1	0.00210583520141295	0.0392615353433021	0.0722629186398358	139	0	0.00735730932687474	161	1	34	6	0.00257011111951017	Interleukin-6 family signaling	STAT3	GSL_Core	THCA
TOTAL	36	1	0.00244548604035052	0.0454556200293509	0.0722629186398358	150	0	0.00822556322259288	180	1	26	3	0.00196537909139013	Interleukin-7 signaling	STAT3	GSL_Core	THCA
TOTAL	36	1	0.00244548604035052	0.0454556200293509	0.0722629186398358	199	0	0.0105561394689942	231	1	14	1	0.00105828104921007	Interleukin-37 signaling	STAT3	GSL_Core	THCA
TOTAL	37	1	0.00251341620813803	0.0466898884857184	0.0722629186398358	301	0	0.0148060138006672	324	1	16	1	0.00120946405624008	Downstream signal transduction	STAT3	GSL_Core	THCA
TOTAL	39	1	0.00264927654371306	0.0491538909411627	0.0722629186398358	179	0	0.00982497829365261	215	1	26	2	0.00196537909139013	EGR2 and SOX10-mediated initiation of Schwann cell myelination	TEAD1	GSL_Core	THCA
TOTAL	39	1	0.00264927654371306	0.0491538909411627	0.0722629186398358	400	0	0.0196042590138464	429	1	17	1	0.00128505555975508	SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	TGIF1	GSL_Core	THCA
TOTAL	40	1	0.00271720671150058	0.0503836284375404	0.0722629186398358	3	0	0.00196499565873052	43	1	2	1	0.00015118300703001	Association of TriC/CCT with target proteins during biosynthesis	STAT3	GSL_Core	THCA
TOTAL	42	1	0.00285306704707561	0.0528385846965788	0.0722629186398358	130	0	0.00776858748800439	170	1	24	2	0.00181419608436012	Signaling by PDGFR in disease	STAT3	GSL_Core	THCA
TOTAL	43	1	0.00292099721486312	0.0540638069451269	0.0722629186398358	129	0	0.00772288991454554	169	1	26	4	0.00196537909139013	Signaling by KIT in disease	STAT3	GSL_Core	THCA
TOTAL	48	1	0.00326064805380069	0.0601674289251067	0.0722629186398358	170	0	0.00977928072019376	214	1	25	1	0.00188978758787512	FGFR1 mutant receptor activation	STAT3	GSL_Core	THCA
TOTAL	52	1	0.00353236872495075	0.0650234433737169	0.0722629186398358	430	0	0.0208380934972353	456	1	59	12	0.00445989870738529	Interleukin-2 family signaling	STAT3	GSL_Core	THCA
TOTAL	55	1	0.00373615922831329	0.0686498449096955	0.0722629186398358	574	0	0.0277841246629804	608	1	38	2	0.00287247713357019	Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	TGIF1	GSL_Core	THCA
TOTAL	58	1	0.00393994973167584	0.0722629186398358	0.0722629186398358	227	0	0.0126582278481013	277	1	35	1	0.00264570262302517	Signaling by FGFR1 in disease	STAT3	GSL_Core	THCA
TOTAL	61	1	0.00414374023503838	0.0758627108348855	0.0758627108348855	305	0	0.0152172919617968	333	1	62	1	0.0046866732179303	Intrinsic Pathway for Apoptosis	STAT3	GSL_Core	THCA
TOTAL	66	1	0.00448339107397595	0.0818329751655464	0.0818329751655464	346	0	0.0180505415162455	395	1	39	4	0.00294806863708519	Signaling by SCF-KIT	STAT3	GSL_Core	THCA
TOTAL	71	1	0.00482304191291353	0.0877666869776316	0.0877666869776316	368	0	0.0195128638669287	427	1	27	4	0.00204097059490513	Transcriptional regulation of granulopoiesis	STAT3	GSL_Core	THCA
TOTAL	71	1	0.00482304191291353	0.0877666869776316	0.0877666869776316	713	0	0.0347301558287255	760	1	53	6	0.00400634968629526	Signaling by Non-Receptor Tyrosine Kinases	STAT3	GSL_Core	THCA
TOTAL	71	1	0.00482304191291353	0.0877666869776316	0.0877666869776316	713	0	0.0347301558287255	760	1	53	6	0.00400634968629526	Signaling by PTK6	STAT3	GSL_Core	THCA
TOTAL	10	2	0.000679301677875144	0.00064498592239437	0.0245094650509861	176	0	0.00845405108988713	185	2	4	3	0.00030236601406002	Binding of TCF/LEF:CTNNB1 to target gene promoters	RUNX3;TCF7	sulfated_glycans	THYM
TOTAL	10	2	0.000679301677875144	0.00064498592239437	0.0245094650509861	160	0	0.00758579719416899	166	2	5	3	0.000377957517575025	RUNX3 regulates WNT signaling	RUNX3;TCF7	sulfated_glycans	THYM
TOTAL	4	1	0.000271720671150058	0.00650095898866654	0.0963322752113283	0	0	0.000182790293835397	4	1	2	2	0.00015118300703001	RUNX3 regulates RUNX1-mediated transcription	RUNX3	Terminal_Fucose	THYM
TOTAL	6	1	0.000407581006725087	0.00973623116174327	0.0963322752113283	47	0	0.00228487867294247	50	1	2	2	0.00015118300703001	RUNX3 regulates BCL2L11 (BIM) transcription	RUNX3	Terminal_Fucose	THYM
TOTAL	8	1	0.000543441342300116	0.0129614054657637	0.0963322752113283	70	0	0.0035187131563314	77	1	6	6	0.000453549021090029	RUNX3 regulates CDKN1A transcription	RUNX3	Terminal_Fucose	THYM
TOTAL	9	1	0.00061137151008763	0.0145702153424411	0.0963322752113283	0	0	0.000411278161129644	9	1	3	3	0.000226774510545015	STAT5 Activation	STAT5B	Terminal_Fucose	THYM
TOTAL	9	1	0.00061137151008763	0.0145702153424411	0.0963322752113283	0	0	0.000411278161129644	9	1	3	3	0.000226774510545015	Erythropoietin activates STAT5	STAT5B	Terminal_Fucose	THYM
TOTAL	9	1	0.00061137151008763	0.0145702153424411	0.0963322752113283	11	0	0.000913951469176987	20	1	3	2	0.000226774510545015	RUNX3 regulates YAP1-mediated transcription	RUNX3	Terminal_Fucose	THYM
TOTAL	10	1	0.000679301677875144	0.0161765120517782	0.0963322752113283	9	0	0.000868253895718137	19	1	5	5	0.000377957517575025	RUNX3 Regulates Immune Response and Cell Migration	RUNX3	Terminal_Fucose	THYM
TOTAL	10	1	0.000679301677875144	0.0161765120517782	0.0963322752113283	160	0	0.00758579719416899	166	1	5	3	0.000377957517575025	RUNX3 regulates WNT signaling	RUNX3	Terminal_Fucose	THYM
